scene,variable,mean,std,min,max,n_pixels
S1A_EW_GRDM_1SDH_20180306T101622_20180306T101722_020893_023D76_206D_icechart_dmi_201803061015_CentralWest_RIC.nc,btemp_89_0h,214.53320991979126,13.702297873677706,174.3046875,248.484375,41392
S1A_EW_GRDM_1SDH_20180306T101622_20180306T101722_020893_023D76_206D_icechart_dmi_201803061015_CentralWest_RIC.nc,btemp_89_0v,228.54184918671933,13.169410691433692,193.953125,259.421875,41391
S1A_EW_GRDM_1SDH_20180306T101622_20180306T101722_020893_023D76_206D_icechart_dmi_201803061015_CentralWest_RIC.nc,u10m_rotated,0.5503826553877801,2.2797645785120184,-3.2517101650764624,6.418462436818066,41392
S1A_EW_GRDM_1SDH_20180306T101622_20180306T101722_020893_023D76_206D_icechart_dmi_201803061015_CentralWest_RIC.nc,v10m_rotated,0.3958110074631962,3.372709292381284,-7.372626970367205,6.753182129303667,41392
S1A_EW_GRDM_1SDH_20180306T101622_20180306T101722_020893_023D76_206D_icechart_dmi_201803061015_CentralWest_RIC.nc,t2m,255.62238713586288,3.2945044583603433,242.88743591308594,262.979736328125,41392
S1A_EW_GRDM_1SDH_20180306T101622_20180306T101722_020893_023D76_206D_icechart_dmi_201803061015_CentralWest_RIC.nc,skt,253.9611206769851,5.1930458473760845,239.50828552246094,264.1746826171875,41392
S1A_EW_GRDM_1SDH_20180306T101622_20180306T101722_020893_023D76_206D_icechart_dmi_201803061015_CentralWest_RIC.nc,tcwv,2.4601790794723275,0.6515309429907812,0.7009775042533875,3.125821828842163,41392
S1A_EW_GRDM_1SDH_20180306T101622_20180306T101722_020893_023D76_206D_icechart_dmi_201803061015_CentralWest_RIC.nc,tclw,0.01200661321200586,0.010477432785733917,5.960464477539063e-08,0.05743836984038353,41392
S1A_EW_GRDM_1SDH_20180808T075536_20180808T075636_023152_0283D6_C120_icechart_dmi_201808080800_CentralEast_RIC.nc,nersc_sar_primary,-21.022205366726908,4.8163276244958055,-36.19337463378906,10.075721740722656,103053178
S1A_EW_GRDM_1SDH_20180808T075536_20180808T075636_023152_0283D6_C120_icechart_dmi_201808080800_CentralEast_RIC.nc,nersc_sar_secondary,-28.3054945025003,1.5332388030056519,-43.935333251953125,-0.9744873046875,103053178
S1A_EW_GRDM_1SDH_20180808T075536_20180808T075636_023152_0283D6_C120_icechart_dmi_201808080800_CentralEast_RIC.nc,btemp_6_9h,83.93486607466419,20.004315752105356,75.75,221.828125,41392
S1A_EW_GRDM_1SDH_20180808T075536_20180808T075636_023152_0283D6_C120_icechart_dmi_201808080800_CentralEast_RIC.nc,btemp_6_9v,164.1246708301121,12.437584288495302,158.5703125,249.1796875,41392
S1A_EW_GRDM_1SDH_20180808T075536_20180808T075636_023152_0283D6_C120_icechart_dmi_201808080800_CentralEast_RIC.nc,btemp_18_7h,111.51589226178972,18.24266715792481,102.2421875,244.4453125,41392
S1A_EW_GRDM_1SDH_20180808T075536_20180808T075636_023152_0283D6_C120_icechart_dmi_201808080800_CentralEast_RIC.nc,btemp_18_7v,191.91386563979754,10.048359227365959,186.515625,263.1171875,41392
S1A_EW_GRDM_1SDH_20180808T075536_20180808T075636_023152_0283D6_C120_icechart_dmi_201808080800_CentralEast_RIC.nc,btemp_36_5h,146.32270256782712,14.68967517192982,132.71875,245.96875,41392
S1A_EW_GRDM_1SDH_20180808T075536_20180808T075636_023152_0283D6_C120_icechart_dmi_201808080800_CentralEast_RIC.nc,btemp_36_5v,216.1974353060374,6.479264465450814,209.9921875,259.1796875,41392
S1A_EW_GRDM_1SDH_20180808T075536_20180808T075636_023152_0283D6_C120_icechart_dmi_201808080800_CentralEast_RIC.nc,btemp_89_0h,206.6562262182306,14.044903559037403,179.921875,257.0078125,41392
S1A_EW_GRDM_1SDH_20180808T075536_20180808T075636_023152_0283D6_C120_icechart_dmi_201808080800_CentralEast_RIC.nc,btemp_89_0v,251.0391469237278,5.770905211044267,205.2109375,266.3984375,41365
S1A_EW_GRDM_1SDH_20180808T075536_20180808T075636_023152_0283D6_C120_icechart_dmi_201808080800_CentralEast_RIC.nc,u10m_rotated,-2.003885135772053,1.9228135822220205,-5.151038516654663,5.3598250455756435,41392
S1A_EW_GRDM_1SDH_20180808T075536_20180808T075636_023152_0283D6_C120_icechart_dmi_201808080800_CentralEast_RIC.nc,v10m_rotated,-1.7628131698623735,1.8713544213202506,-5.002766238825631,3.274551650298819,41392
S1A_EW_GRDM_1SDH_20180808T075536_20180808T075636_023152_0283D6_C120_icechart_dmi_201808080800_CentralEast_RIC.nc,t2m,277.45379448526836,0.9031515211618428,274.5292663574219,279.8288269042969,41392
S1A_EW_GRDM_1SDH_20180808T075536_20180808T075636_023152_0283D6_C120_icechart_dmi_201808080800_CentralEast_RIC.nc,skt,277.48722166290696,1.98436006214419,270.9515380859375,280.6565246582031,41392
S1A_EW_GRDM_1SDH_20180808T075536_20180808T075636_023152_0283D6_C120_icechart_dmi_201808080800_CentralEast_RIC.nc,tcwv,11.78117131950729,2.1428538677475597,6.307888507843018,18.07180404663086,41392
S1A_EW_GRDM_1SDH_20180808T075536_20180808T075636_023152_0283D6_C120_icechart_dmi_201808080800_CentralEast_RIC.nc,tclw,0.028634837419391632,0.03744293673998874,0.0,0.13277103006839752,41392
S1A_EW_GRDM_1SDH_20180222T101622_20180222T101722_020718_0237EF_83FE_icechart_dmi_201802221015_CentralWest_RIC.nc,nersc_sar_primary,-12.772261876398664,4.575852575211304,-86.55400848388672,23.604873657226562,103534271
S1A_EW_GRDM_1SDH_20180222T101622_20180222T101722_020718_0237EF_83FE_icechart_dmi_201802221015_CentralWest_RIC.nc,nersc_sar_secondary,-22.424977868635462,5.554400357730377,-79.78136444091797,15.719352722167969,103343894
S1A_EW_GRDM_1SDH_20180222T101622_20180222T101722_020718_0237EF_83FE_icechart_dmi_201802221015_CentralWest_RIC.nc,btemp_6_9h,208.28673188659644,22.07028131263312,119.8515625,231.6171875,41392
S1A_EW_GRDM_1SDH_20180222T101622_20180222T101722_020718_0237EF_83FE_icechart_dmi_201802221015_CentralWest_RIC.nc,btemp_6_9v,238.5660017711756,15.676490018688249,162.734375,250.140625,41392
S1A_EW_GRDM_1SDH_20180222T101622_20180222T101722_020718_0237EF_83FE_icechart_dmi_201802221015_CentralWest_RIC.nc,btemp_18_7h,209.65302568280103,22.264526975937038,120.28125,235.859375,41392
S1A_EW_GRDM_1SDH_20180222T101622_20180222T101722_020718_0237EF_83FE_icechart_dmi_201802221015_CentralWest_RIC.nc,btemp_18_7v,237.74045067585524,14.725173390720299,191.53125,251.984375,41392
S1A_EW_GRDM_1SDH_20180222T101622_20180222T101722_020718_0237EF_83FE_icechart_dmi_201802221015_CentralWest_RIC.nc,btemp_36_5h,212.3117569140776,19.046544010497083,143.328125,242.5625,41392
S1A_EW_GRDM_1SDH_20180222T101622_20180222T101722_020718_0237EF_83FE_icechart_dmi_201802221015_CentralWest_RIC.nc,btemp_36_5v,232.2932871614684,14.786264689097184,187.21875,252.75,41392
S1A_EW_GRDM_1SDH_20180222T101622_20180222T101722_020718_0237EF_83FE_icechart_dmi_201802221015_CentralWest_RIC.nc,btemp_89_0h,211.92698581549575,14.651833687667153,168.984375,247.25,41392
S1A_EW_GRDM_1SDH_20180222T101622_20180222T101722_020718_0237EF_83FE_icechart_dmi_201802221015_CentralWest_RIC.nc,btemp_89_0v,227.8458816770149,14.025148803212081,176.5859375,254.078125,41392
S1A_EW_GRDM_1SDH_20180222T101622_20180222T101722_020718_0237EF_83FE_icechart_dmi_201802221015_CentralWest_RIC.nc,u10m_rotated,-2.203748316940931,2.5280298556275014,-8.450621635781781,5.113301239488009,41392
S1A_EW_GRDM_1SDH_20180222T101622_20180222T101722_020718_0237EF_83FE_icechart_dmi_201802221015_CentralWest_RIC.nc,v10m_rotated,0.8172842890862059,5.377710845970126,-13.856224193972531,10.7860340887102,41392
S1A_EW_GRDM_1SDH_20180222T101622_20180222T101722_020718_0237EF_83FE_icechart_dmi_201802221015_CentralWest_RIC.nc,t2m,248.97142287557725,2.559044639180967,241.25924682617188,255.67710876464844,41392
S1A_EW_GRDM_1SDH_20180222T101622_20180222T101722_020718_0237EF_83FE_icechart_dmi_201802221015_CentralWest_RIC.nc,skt,248.89659840156546,4.144138687596637,237.06214904785156,260.6775817871094,41392
S1A_EW_GRDM_1SDH_20180222T101622_20180222T101722_020718_0237EF_83FE_icechart_dmi_201802221015_CentralWest_RIC.nc,tcwv,1.4378282732492622,0.24529578297566296,0.7497398853302002,2.0813753604888916,41392
S1A_EW_GRDM_1SDH_20180222T101622_20180222T101722_020718_0237EF_83FE_icechart_dmi_201802221015_CentralWest_RIC.nc,tclw,0.0019350932126830267,0.0027466798029943747,0.0,0.021030332893133163,41392
S1A_EW_GRDM_1SDH_20180721T120156_20180721T120256_022892_027B98_56D9_icechart_cis_SGRDIMID_20180721T1203Z_pl_a.nc,nersc_sar_primary,-14.99472750090223,4.935314049398989,-34.93653106689453,17.254356384277344,100313872
S1A_EW_GRDM_1SDH_20180721T120156_20180721T120256_022892_027B98_56D9_icechart_cis_SGRDIMID_20180721T1203Z_pl_a.nc,nersc_sar_secondary,-26.83395336131156,3.066982516059988,-46.943199157714844,1.4562530517578125,100313872
S1A_EW_GRDM_1SDH_20180721T120156_20180721T120256_022892_027B98_56D9_icechart_cis_SGRDIMID_20180721T1203Z_pl_a.nc,btemp_6_9h,109.04001438351176,43.715547751865664,76.7265625,229.578125,41193
S1A_EW_GRDM_1SDH_20180721T120156_20180721T120256_022892_027B98_56D9_icechart_cis_SGRDIMID_20180721T1203Z_pl_a.nc,btemp_6_9v,178.5392995700119,27.666391245944432,159.109375,254.6640625,41193
S1A_EW_GRDM_1SDH_20180721T120156_20180721T120256_022892_027B98_56D9_icechart_cis_SGRDIMID_20180721T1203Z_pl_a.nc,btemp_18_7h,138.7147897928653,40.666565337843096,101.515625,250.09375,41193
S1A_EW_GRDM_1SDH_20180721T120156_20180721T120256_022892_027B98_56D9_icechart_cis_SGRDIMID_20180721T1203Z_pl_a.nc,btemp_18_7v,204.77928909891483,21.856184043891247,186.09375,264.78125,41192
S1A_EW_GRDM_1SDH_20180721T120156_20180721T120256_022892_027B98_56D9_icechart_cis_SGRDIMID_20180721T1203Z_pl_a.nc,btemp_36_5h,171.67827304548103,33.827165981239446,132.921875,261.703125,41193
S1A_EW_GRDM_1SDH_20180721T120156_20180721T120256_022892_027B98_56D9_icechart_cis_SGRDIMID_20180721T1203Z_pl_a.nc,btemp_36_5v,225.28388786385375,14.821134624577798,209.5859375,266.671875,41191
S1A_EW_GRDM_1SDH_20180721T120156_20180721T120256_022892_027B98_56D9_icechart_cis_SGRDIMID_20180721T1203Z_pl_a.nc,btemp_89_0h,221.33844473832764,22.81311608173357,161.0546875,272.484375,41187
S1A_EW_GRDM_1SDH_20180721T120156_20180721T120256_022892_027B98_56D9_icechart_cis_SGRDIMID_20180721T1203Z_pl_a.nc,btemp_89_0v,251.5228162408338,10.297711642222392,173.21875,274.6953125,41184
S1A_EW_GRDM_1SDH_20180721T120156_20180721T120256_022892_027B98_56D9_icechart_cis_SGRDIMID_20180721T1203Z_pl_a.nc,u10m_rotated,-2.8522057072683804,3.4699838129530396,-12.300536848336574,6.407057850090907,41193
S1A_EW_GRDM_1SDH_20180721T120156_20180721T120256_022892_027B98_56D9_icechart_cis_SGRDIMID_20180721T1203Z_pl_a.nc,v10m_rotated,1.2776190385124697,4.1567156092386,-7.478677027578237,9.144742341670272,41193
S1A_EW_GRDM_1SDH_20180721T120156_20180721T120256_022892_027B98_56D9_icechart_cis_SGRDIMID_20180721T1203Z_pl_a.nc,t2m,276.44111678973803,1.4483099512035278,270.5035705566406,280.4195556640625,41193
S1A_EW_GRDM_1SDH_20180721T120156_20180721T120256_022892_027B98_56D9_icechart_cis_SGRDIMID_20180721T1203Z_pl_a.nc,skt,276.3998792064577,1.358410415311885,270.36126708984375,279.68914794921875,41193
S1A_EW_GRDM_1SDH_20180721T120156_20180721T120256_022892_027B98_56D9_icechart_cis_SGRDIMID_20180721T1203Z_pl_a.nc,tcwv,13.666181416903141,4.033593886637146,5.1714935302734375,18.963346481323242,41193
S1A_EW_GRDM_1SDH_20180721T120156_20180721T120256_022892_027B98_56D9_icechart_cis_SGRDIMID_20180721T1203Z_pl_a.nc,tclw,0.13022300824140431,0.10693525358710862,0.001014874898828566,0.5096783638000488,41193
S1A_EW_GRDM_1SDH_20180108T184332_20180108T184437_020067_022330_93EB_icechart_dmi_201801081845_CentralEast_RIC.nc,nersc_sar_primary,-11.984739134740746,4.797024999813586,-82.74295806884766,21.578323364257812,108549859
S1A_EW_GRDM_1SDH_20180108T184332_20180108T184437_020067_022330_93EB_icechart_dmi_201801081845_CentralEast_RIC.nc,nersc_sar_secondary,-22.24768913096236,4.6688792137647255,-84.20008087158203,10.308883666992188,108541963
S1A_EW_GRDM_1SDH_20180108T184332_20180108T184437_020067_022330_93EB_icechart_dmi_201801081845_CentralEast_RIC.nc,btemp_6_9h,166.53262721370038,59.72246030581945,81.3515625,241.5390625,44298
S1A_EW_GRDM_1SDH_20180108T184332_20180108T184437_020067_022330_93EB_icechart_dmi_201801081845_CentralEast_RIC.nc,btemp_6_9v,212.4821562373002,35.96999039078552,159.265625,258.2890625,44292
S1A_EW_GRDM_1SDH_20180108T184332_20180108T184437_020067_022330_93EB_icechart_dmi_201801081845_CentralEast_RIC.nc,btemp_18_7h,179.83090006179737,48.318648192458056,104.71875,251.4140625,44298
S1A_EW_GRDM_1SDH_20180108T184332_20180108T184437_020067_022330_93EB_icechart_dmi_201801081845_CentralEast_RIC.nc,btemp_18_7v,222.7299591394451,24.210532690972475,185.4765625,263.125,44297
S1A_EW_GRDM_1SDH_20180108T184332_20180108T184437_020067_022330_93EB_icechart_dmi_201801081845_CentralEast_RIC.nc,btemp_36_5h,194.74794290938644,30.751920325909932,137.578125,245.234375,44298
S1A_EW_GRDM_1SDH_20180108T184332_20180108T184437_020067_022330_93EB_icechart_dmi_201801081845_CentralEast_RIC.nc,btemp_36_5v,227.32210980885142,11.923513889514192,186.6796875,256.3046875,44298
S1A_EW_GRDM_1SDH_20180108T184332_20180108T184437_020067_022330_93EB_icechart_dmi_201801081845_CentralEast_RIC.nc,btemp_89_0h,210.4014637018037,18.088043125632943,166.609375,258.0234375,44298
S1A_EW_GRDM_1SDH_20180108T184332_20180108T184437_020067_022330_93EB_icechart_dmi_201801081845_CentralEast_RIC.nc,btemp_89_0v,232.1656128651736,18.067979881893958,171.375,262.625,44294
S1A_EW_GRDM_1SDH_20180108T184332_20180108T184437_020067_022330_93EB_icechart_dmi_201801081845_CentralEast_RIC.nc,u10m_rotated,8.146599680446894,6.251368568923561,-2.059344935940889,18.20143183449294,44298
S1A_EW_GRDM_1SDH_20180108T184332_20180108T184437_020067_022330_93EB_icechart_dmi_201801081845_CentralEast_RIC.nc,v10m_rotated,-4.643926030033787,5.345718883267881,-17.324879524792916,3.5833683695464904,44298
S1A_EW_GRDM_1SDH_20180108T184332_20180108T184437_020067_022330_93EB_icechart_dmi_201801081845_CentralEast_RIC.nc,t2m,259.92476338391657,6.23130257787408,246.1725616455078,269.94769287109375,44298
